,State,Job,Companies,Location,Summary,Salary,Links,Post_Date
464,Remote,Remote Machine Learning Engineer (USD Compensation),Turing,Remote,"Work alongside data engineers to create data and model pipelines, and embed AI and analytics into the business decision processes.",No Salary,/company/Turing/jobs/Machine-Learning-Engineer-8069ad59276a826b?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022
465, Uttarakhand,Python And Machine Learning Trainer,Slog Solutions Private Limited,"Dehra Dun, Uttarakhand",Having a good knowledge of ML & DS (Machine learning & Data Science). Job role is to provide python and machine learning training to engineering students.,"₹12,000 - ₹20,000 a month",/company/Slog-Solutions-Private-Limited/jobs/Python-Machine-Learning-Trainer-b312a444e7a7a736?fccid=417942c51eab07da&vjs=3,08-19-2022
466, Karnataka,Senior Analyst -Analytics -Tableau/Power BI/Qlik view/Qlik s...,Datazymes,"Bengaluru, Karnataka",Using SQL for managing large volume of data. Improving data processing speed by building SQL automations. Analysing the data so as to identify trends and share…,No Salary,/rc/clk?jk=0acb65c8a5145ff8&fccid=0479f00c9b0b77f6&vjs=3,08-17-2022
467, Karnataka,Senior Analyst -Analytics -Tableau/Power BI/Qlik view/Qlik s...,Datazymes,"Bengaluru, Karnataka",Using SQL for managing large volume of data. Improving data processing speed by building SQL automations. Analysing the data so as to identify trends and share…,No Salary,/rc/clk?jk=0acb65c8a5145ff8&fccid=0479f00c9b0b77f6&vjs=3,08-17-2022
468,India,Solution Lead – AI (NLP),Simplify Healthcare,India,Conduct advanced data analysis and highly complex designs algorithm. Ability to prototype algorithms and demonstrate gains on real data.,No Salary,/rc/clk?jk=98657f1265ee7ad1&fccid=af031be1342bd8fe&vjs=3,08-19-2022
469,Remote,Remote Senior Data Analyst/Scientist (SQL and Python),Turing,Remote,"Architect data warehouse models and semantic layers with query optimizations in mind. A minimum of 5+ years of relevant experience in data science, data…",No Salary,/company/Turing/jobs/Senior-Data-Analyst-Scientist-8b1ef69a399b395e?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022
470, Karnataka,CIEL/SEL/26426: Lead Data Scientist,CIEL HR Services,"Bengaluru, Karnataka","Support, review and conduct complex analytics processes and data integration on clients’ internal and external data. Expedience CRM analytics would be a plus.",No Salary,/rc/clk?jk=b571524d907fa7a1&fccid=2b1e42f645eeaf1e&vjs=3,08-18-2022
471,Remote,Remote Technical Business Development Lead (Python and Machi...,Turing,Remote,"Based in Palo Alto, California, Turing aims to unleash the world’s untapped human potential. We use AI to source, evaluate, hire, onboard, and manage engineers…",No Salary,/company/Turing/jobs/Technical-Business-Development-Lead-ee512f7f87cfc0b0?fccid=9e91ba2e9cfc16b4&vjs=3,08-25-2022
472, Karnataka,Senior ML Engineer,Entropik Tech,"Bengaluru, Karnataka","Ability to use data from SQL/NoSQL sources and doing basic data manipulation. Understanding of ML algorithms and data science libraries like Numpy, Pandas,…",No Salary,/rc/clk?jk=68c7a86349db9fd8&fccid=a1894aca68d28bc8&vjs=3,08-20-2022
473, Karnataka,Senior ML Engineer,Entropik Tech,"Bengaluru, Karnataka","Ability to use data from SQL/NoSQL sources and doing basic data manipulation. Understanding of ML algorithms and data science libraries like Numpy, Pandas,…",No Salary,/rc/clk?jk=68c7a86349db9fd8&fccid=a1894aca68d28bc8&vjs=3,08-20-2022
474, Maharashtra,Data Science,Deloitte,"Mumbai, Maharashtra",Graduate in Economics / Statistics / Accounts/ Data Science/ B. Tech or any other relevant degree. At least 3 years of experience in Data science and Analysis…,No Salary,/rc/clk?jk=b97e74c21789e8c2&fccid=9e215d88a6b33622&vjs=3,08-13-2022
475, Karnataka,"Data Scientist, Sr Associate","JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets. Key Requirements of the Role:",No Salary,/rc/clk?jk=5a3d9151510bdb21&fccid=aaf3b433897ea465&vjs=3,08-12-2022
476, Karnataka,Experimentation Data Scientist - Chase,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Help the LOB stakeholders innovate through data-driven decisioning by analyzing data from diverse data sources to create rich insights that enable better…,No Salary,/rc/clk?jk=3f406af616f63220&fccid=aaf3b433897ea465&vjs=3,08-09-2022
477, Madhya Pradesh+2 locations,Data Science Data Science Practitioner,Accenture,"Indore, Madhya Pradesh+2 locations","Project Role Description :Manage, architect and analyze big data in order to build data driven insights and high impact data models.",No Salary,/rc/clk?jk=30d025324d95a91f&fccid=a4e4e2eaf26690c9&vjs=3,08-09-2022
478, Karnataka,Data Scientist - GoPay,GO-JEK,"Bengaluru, Karnataka",We are looking for a data scientist to join our Data Science team at GoPay - you will create models which help grow the customer base and transactions in GoPay.,No Salary,/rc/clk?jk=acb4f7e54ebef90c&fccid=35c79097c1f63f3d&vjs=3,08-08-2022
479, Karnataka,Data Scientist - GoPay,GO-JEK,"Bengaluru, Karnataka",We are looking for a data scientist to join our Data Science team at GoPay - you will create models which help grow the customer base and transactions in GoPay.,No Salary,/rc/clk?jk=acb4f7e54ebef90c&fccid=35c79097c1f63f3d&vjs=3,08-08-2022
480, Karnataka,Data Scientist,Brillio,"Bengaluru, Karnataka",Experience using statistical computer languages Python to manipulate data and draw insights from large data sets. Experience with machine learning on Cloud.,No Salary,/rc/clk?jk=966d93ced62b2333&fccid=a2520645450d003a&vjs=3,08-09-2022
481, Telangana,Junior Data Scientist,Soothsayer Analytics,"Hyderabad, Telangana","Collaborate with other engineers, data scientists, and product/business people. Solve cutting edge, challenging problems working alongside a great team of world…",No Salary,/rc/clk?jk=e0c62ba9c5dc8d2e&fccid=7eea1f754f48fabf&vjs=3,08-12-2022
482, Karnataka,Data Analyst,Kinara Capital,"Bengaluru, Karnataka","Clean and prepare data for analysis. The core foundation we look for is an aptitude with mathematics, and a competent ability with data science languages and…",No Salary,/rc/clk?jk=3ec12b17ab2261d0&fccid=f88cfbb7c87d526d&vjs=3,08-12-2022
483, Haryana,Data Analyst / Data Scientist,Procol Tech,"Gurgaon, Haryana",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,No Salary,/rc/clk?jk=d7d26f70cffe0771&fccid=878b2621645c497d&vjs=3,08-10-2022
484, Karnataka,"Transformation Lead, Healthcare and Data Science",Bosch Group,"Bengaluru, Karnataka",Data science horizontal offers solutions and services to improve client businesses by deploying data science capabilities at scale.,No Salary,/rc/clk?jk=45b5b9bcf1eb8ca0&fccid=a2faf1301ac6ad4b&vjs=3,08-13-2022
485, Karnataka,"Transformation Lead, Healthcare and Data Science",Bosch Group,"Bengaluru, Karnataka",Data science horizontal offers solutions and services to improve client businesses by deploying data science capabilities at scale.,No Salary,/rc/clk?jk=45b5b9bcf1eb8ca0&fccid=a2faf1301ac6ad4b&vjs=3,08-13-2022
486, Delhi+1 location,DigitalBCG | GAMMA Data Scientist,Boston Consulting Group,"New Delhi, Delhi+1 location","Are able to explain sophisticated data science concepts in an understandable manner. In this role, you’ll have the chance to roll up your sleeves and apply data…",No Salary,/rc/clk?jk=1d3dfdd97804b026&fccid=b95f9eb47968fa13&vjs=3,08-11-2022
487, Karnataka,Data Scientist - Risk/Fraud L1,GO-JEK,"Bengaluru, Karnataka","Collaborate with analysts, data scientists, product managers, validation teams across the risk org. This will entail identifying relevant data sources,…",No Salary,/rc/clk?jk=67d05e37a95ebfe9&fccid=35c79097c1f63f3d&vjs=3,08-12-2022
488, Telangana,Associate Data Scientist,S&P Global,"Hyderabad, Telangana","To create data regression models, using predictive data modelling and analysing data mining algorithms to deliver insights and implement action-oriented…",No Salary,/rc/clk?jk=941d2ac40a6249f2&fccid=b716e44d2c6283e7&vjs=3,08-12-2022
489, Karnataka,Data Science Developer,ABB,"Bengaluru, Karnataka",You will be primarily responsible to support the Sales assigned organization (Division & Market) and customers throughout the proposal process by preparing…,No Salary,/rc/clk?jk=4109a1200b7d5765&fccid=38b4474838e7b7a1&vjs=3,08-13-2022
490, Maharashtra,Data Scientist,Futurism,"Pune, Maharashtra",Expert in Python programming language; Proficient in using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop).,No Salary,/rc/clk?jk=9761de8794c7284a&fccid=2dfd0c9aa351a953&vjs=3,08-09-2022
491, Maharashtra,Data Scientist,Futurism,"Pune, Maharashtra",Expert in Python programming language; Proficient in using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop).,No Salary,/rc/clk?jk=9761de8794c7284a&fccid=2dfd0c9aa351a953&vjs=3,08-09-2022
492, Karnataka,Data Science Consultant,ITC Infotech India Ltd,"Bengaluru, Karnataka","3 to 7 Years of experience associated with core Data Science model development, validation and monitoring of models and deploying models in production - Very…",No Salary,/rc/clk?jk=a7a4dd45793252bd&fccid=47cca1a92b73a5b2&vjs=3,08-09-2022
493, Karnataka,VP - Data Scientist (AI/ML Lead),"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Analyze data, identify patterns, visualize outcome while working iteratively with business. Collaborate with all of Asset and Wealth Management lines of…",No Salary,/rc/clk?jk=52e3553382235256&fccid=aaf3b433897ea465&vjs=3,08-08-2022
494, Telangana,Data Scientist ML-Ops,Gramener,"Hyderabad, Telangana",Turns reference implementations of ML models developed by data scientists into production-ready software. Works with data scientists and other ML engineers to…,No Salary,/rc/clk?jk=1e07e9b7bbcc4725&fccid=b2a8fbbe8042270a&vjs=3,08-10-2022
495,Remote in Punjab,Python Developer(Data Scientist),ICAV Tech,Remote in Punjab,"Key fundamentals in object-iented design, data structures and systems. As a Developer you will devote in all ongoing & upcoming projects & wk alongside other…",No Salary,/rc/clk?jk=e9d5961b949be485&fccid=a000d4e4766952a6&vjs=3,08-12-2022
496, Karnataka+1 location,Senior Data Scientist,Oracle,"Bengaluru, Karnataka+1 location","The data science team at Oracle Analytics works on diverse data science/ML problems on enterprise data such as invoice payment prediction, churn prediction,…",No Salary,/rc/clk?jk=88d46c7de6eaf3d4&fccid=cd22d01053af7669&vjs=3,08-13-2022
497, Karnataka+1 location,Senior Data Scientist,Oracle,"Bengaluru, Karnataka+1 location","The data science team at Oracle Analytics works on diverse data science/ML problems on enterprise data such as invoice payment prediction, churn prediction,…",No Salary,/rc/clk?jk=88d46c7de6eaf3d4&fccid=cd22d01053af7669&vjs=3,08-13-2022
498, Karnataka,Senior Data Scientist,Walmart Global Tech India,"Bengaluru, Karnataka","Direct the gathering of data, assessing data validity and synthesizing data into large analytics datasets to support project goals.",No Salary,/rc/clk?jk=21c33a801557f1c6&fccid=0d167dde0758739a&vjs=3,08-10-2022
499, Karnataka,AI ML Engineer,Siemens,"Bengaluru, Karnataka","Experience in ETL with different data types (timeseries, images etc.) and data sources. Conduct exploratory analysis and ensure data adequacy.",No Salary,/rc/clk?jk=4bdf0edf422879fe&fccid=ea6bb53f0b18b8f2&vjs=3,08-10-2022
500,Remote in India,Data Scientist,TribolaTech,Remote in India,"Ability to apply the scientific method to create data experiments, train novel data models and deliver prescriptive and predictive data models.",No Salary,/rc/clk?jk=8babe08cb0941fb3&fccid=975f6b944a2d1638&vjs=3,08-10-2022
501, Karnataka,Staff Data Scientist,Walmart Global Tech India,"Bengaluru, Karnataka","Play a key role to solve complex problems, pivotal to Walmart’s business and drive actionable insights from terabytes of data.",No Salary,/rc/clk?jk=91c81c5c1aaed399&fccid=0d167dde0758739a&vjs=3,08-10-2022
502, Maharashtra,Data Scientist,Global Industrial,"Mumbai, Maharashtra",Develop custom data models and algorithms to apply to data sets. Assess the effectiveness and accuracy of new data sources and data gathering techniques.,No Salary,/rc/clk?jk=18d4d94982144c1b&fccid=12ceb7af3aadea5c&vjs=3,08-09-2022
503, Maharashtra,Data Scientist,Global Industrial,"Mumbai, Maharashtra",Develop custom data models and algorithms to apply to data sets. Assess the effectiveness and accuracy of new data sources and data gathering techniques.,No Salary,/rc/clk?jk=18d4d94982144c1b&fccid=12ceb7af3aadea5c&vjs=3,08-09-2022
504, Karnataka,Intern -jr Data Scientist,Corner Tree Consulting,"Bengaluru, Karnataka","Students pursuing PhD, MTech/ME or BTech/BE in CSE or related specializations. Practical exposure to Kalman filters, Bayesian methods, statistical signal…",No Salary,/rc/clk?jk=0ad7b95f48d2a513&fccid=d44ea6f899bd29b4&vjs=3,08-10-2022
505, Maharashtra,Machine Learning Engineer,AppZen,"Pune, Maharashtra",Communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions.,No Salary,/rc/clk?jk=6948a63f6799ab86&fccid=232d2677a5ec1087&vjs=3,08-11-2022
506, Karnataka+1 location,Microsoft Azure Machine Learning Application Developer,Accenture,"Bengaluru, Karnataka+1 location","Technical Experience : A- 4-3 years of strong experience on Microsoft Azure, ASPNET / MVC and general purpose programming languages such as C/VBNET B- 6 months…",No Salary,/rc/clk?jk=b05860ec152633db&fccid=a4e4e2eaf26690c9&vjs=3,08-12-2022
507, Tamil Nadu,PMS Data Scientist Expert,Philips,"Hybrid remote in Chennai, Tamil Nadu","Passion for empirical research and for answering hard questions with data. Ability to manipulate and analyze complex, high-volume, high-dimensionality data from…",No Salary,/rc/clk?jk=606c85bad23d7967&fccid=e4af9ca5b6d3a604&vjs=3,08-12-2022
508, Karnataka,Data Scientist,"TeraRecon, Inc","Bengaluru, Karnataka","Develop data collection protocol, annotation protocol, Pre-process Data, Train Models, Perform Model Optimization and work with AI Core Imaging Platform…",No Salary,/rc/clk?jk=846f0470639daf36&fccid=a3a4e68b447ea169&vjs=3,08-12-2022
509, Karnataka,Data Scientist,"TeraRecon, Inc","Bengaluru, Karnataka","Develop data collection protocol, annotation protocol, Pre-process Data, Train Models, Perform Model Optimization and work with AI Core Imaging Platform…",No Salary,/rc/clk?jk=846f0470639daf36&fccid=a3a4e68b447ea169&vjs=3,08-12-2022
510, Delhi+1 location,"Data & Analytics Manager, Geo Analytics - GAMMA",Boston Consulting Group,"New Delhi, Delhi+1 location","We design algorithms and build complex models out of large amounts of data. Demonstrated handling, processing, and deriving insights from remotely sensed data…",No Salary,/rc/clk?jk=07a8f2d82207160e&fccid=b95f9eb47968fa13&vjs=3,08-11-2022
